card1,card2,card3,card4,card5,card6,card7,result
JS,6S,AD,9C,AH,6D,JD,loss
9C,6C,KC,AD,QD,7S,8D,loss
QS,AH,TS,JH,AS,7H,KD,win
6H,QC,6C,QD,KH,9S,9H,win
QC,8H,7H,JD,TH,6H,KC,loss
6H,TH,9D,QS,TS,8H,9S,loss
9C,JH,7D,JS,QC,6D,AS,win
6C,KC,8D,9S,9H,KD,AD,win
8S,JS,8D,JD,TS,KS,QS,win
7C,9D,8S,6H,AS,KH,7S,loss
QH,QS,KH,TS,8H,6H,7H,win
AH,7S,7H,6H,TC,KH,QD,loss
KS,6D,JD,AC,7D,9H,QS,loss
JH,JC,8S,JS,7D,QS,KD,win
JD,TH,QS,8H,AS,9D,QD,win
QC,7H,7C,JC,AS,6H,KC,loss
9C,7S,QS,AC,AH,8C,QC,win
AS,KH,8H,AD,9S,6S,JC,loss
QS,AC,QH,TH,7C,AH,TC,loss
AH,9S,7S,KH,TS,9H,JD,loss
8S,7C,QH,JC,7D,KS,6D,win
KD,9C,9D,7S,AH,7C,TS,loss
TC,8C,8D,9C,QH,QS,JS,win
6H,QS,7D,8D,JH,KS,7S,loss
QS,6S,QD,KD,KS,TD,9H,loss
9D,8D,7H,JD,8C,9S,QS,win
QC,JD,KS,TH,6H,AD,8C,win
8S,9H,QD,TS,KH,KS,TC,loss
QD,JS,7D,6D,AH,QC,JH,win
9H,TS,8D,JC,KH,QS,TH,win
AC,JH,KH,6D,QH,JD,8D,loss
QS,JH,7H,8D,AD,QH,7S,win
6S,KH,TS,8H,6H,QS,9C,loss
AH,AC,JC,6C,7D,6D,TH,win
JC,QH,7C,8H,AC,9H,6S,loss
8S,KC,JS,7D,8D,9H,KH,win
9D,TC,AS,QC,6S,QD,TD,win
9C,AS,6C,QD,6D,8H,9S,loss
TC,AH,JH,7S,6H,QH,9D,loss
8C,9C,9D,7H,TC,TS,6S,win
QS,AS,8D,TC,6D,KS,9C,loss
8C,7D,KC,9S,8H,KH,9D,loss
7D,8H,8S,KS,AH,QS,KH,loss
AC,TC,7S,KD,8D,6C,JH,loss
AD,JH,TC,AH,8D,7D,KD,win
TC,KD,QS,6H,TS,TH,8D,win
TS,8D,6C,QC,6S,8S,7D,win
7S,KS,JC,8S,8C,6C,8D,loss
TH,QH,9S,8D,6S,KC,TD,loss
KD,9C,KS,9S,TD,6S,6C,loss
KH,8S,9D,7C,7S,7D,QD,loss
9C,6S,QD,8S,QC,7S,AD,loss
AH,KH,6S,KC,AD,6H,8S,win
QH,AS,JD,6C,9D,8D,KC,loss
9D,9C,8D,QD,KD,AC,8C,win
9S,KH,7D,AH,TD,7S,TS,loss
QS,KS,7C,TD,KH,TS,AC,win
JC,8S,9C,8D,7S,7D,7C,win
TD,TS,9D,AH,QH,7D,KC,win
6D,QS,JH,9C,8D,QH,JC,loss
8D,JS,9H,TD,7S,6H,AC,win
JS,KS,8S,JD,7C,7D,8D,win
QS,JS,8S,8D,6S,QC,KD,win
AH,6D,AD,7S,9C,8C,6C,loss
JH,JC,8H,KC,6S,AD,9C,win
TC,7C,JC,KD,7S,6H,KC,loss
6D,AS,QD,QH,7C,AD,6S,loss
JS,9H,7H,QC,TS,8C,KS,win
9S,TD,8D,TH,AS,7H,KC,loss
QC,7D,QD,KS,KH,KC,AH,win
AC,JH,KH,KC,6D,QC,6C,loss
QC,QS,KC,KD,KH,9H,7D,loss
QC,7D,7H,9D,KH,7S,QS,win
8D,KD,QS,AC,9C,TD,JH,win
TH,KH,TD,TS,KD,8C,AC,win
KC,AC,6C,9S,7D,QH,6H,loss
9D,7C,8S,KS,TD,6C,6S,win
6C,9C,8S,TD,JH,JC,KS,loss
8H,QD,JS,9S,JC,AH,6C,loss
6S,TS,TC,8S,AH,TH,6H,win
AH,QH,TH,AC,7C,QD,KH,loss
8C,QC,KH,7D,7C,9S,9C,loss
7S,TS,KS,TC,8H,JS,QH,loss
QC,QD,AC,TS,KS,AH,7D,loss
6D,TD,QC,7H,9D,8S,KD,win
8S,AD,JS,QD,8H,9H,AC,win
9C,TC,JH,AS,7D,8H,JC,win
AC,TC,AS,JC,JS,JD,6S,win
QC,AC,AH,QS,8S,8C,KD,win
TC,8S,KH,QS,AS,6C,JC,win
8H,6H,AH,6C,7C,KC,9S,loss
QS,6D,KH,JS,9S,AC,KC,loss
AC,7S,6C,TD,TH,8C,7C,loss
6C,AH,7C,KC,9D,TC,QC,win
9C,TH,QC,8S,QS,6C,7C,loss
8C,6H,JH,AH,9S,6C,6D,win
9C,9D,JC,JH,6H,7C,KC,win
7S,8S,9H,6H,KD,8C,TD,win
KD,QD,AH,TD,JS,AS,AC,loss
7H,9D,8S,9C,6C,8D,KC,win
KD,QH,AS,7C,AD,TD,AH,loss
KS,JS,7D,7H,TS,8S,JD,loss
7H,AH,JC,TH,6C,AC,8C,loss
8D,8H,9D,AD,6C,7H,7D,win
QC,6S,KH,9H,AH,9D,AC,loss
QD,9S,JS,JD,AS,9D,8S,loss
6D,7H,QS,JD,6S,AD,8H,loss
8D,KS,6D,JS,9S,JH,6H,loss
8S,9C,JC,QD,TH,7C,6H,win
6S,TS,9D,8C,QD,JH,7S,win
KC,8H,7H,KH,JS,QC,QH,win
AH,9C,TD,JC,8C,AD,7S,win
KD,AS,TD,AH,7D,JC,9D,loss
QH,KC,JS,AC,6S,TS,9S,loss
7D,7H,JS,9H,QC,TD,6C,loss
QS,7C,JS,KH,TH,QC,JH,loss
7D,QS,9D,6D,JD,AH,JS,loss
9S,AH,JS,TC,7D,7S,JC,loss
KC,8H,8D,8C,JS,8S,KH,win
8C,JH,9H,QH,7D,KC,8S,win
TD,9S,JC,TS,8C,6H,TC,win
6D,7H,QS,6H,JH,8H,AD,loss
6S,AS,AH,8H,QH,JH,QD,loss
6H,JH,AC,6S,7H,9S,KS,loss
8S,8H,QH,KC,JD,9C,9S,loss
9D,8H,QC,TH,KH,6C,9H,loss
AD,7C,KS,6C,AS,8H,6S,loss
QH,KC,KH,8S,7S,7C,9H,win
JH,7S,KH,9D,9S,7H,TC,win
QC,JS,TS,7D,JH,6D,AS,win
TC,6C,QH,JH,KH,AH,QS,loss
8S,7C,KD,8H,QD,JH,JD,win
AC,6S,JD,QH,JH,TS,8S,loss
JS,8C,8D,QH,9C,TD,KC,win
QS,TD,KH,9H,JC,9C,JH,win
8H,TS,KC,TC,8C,KH,9D,loss
QH,7C,7S,8D,7D,TS,JC,win
TS,JH,7H,9S,KC,6S,JD,win
6C,KS,TD,7H,KD,TC,6H,win
JS,9H,JD,8C,TD,7S,KH,win
6S,KC,KS,8S,KH,AS,JS,win
QC,QD,8H,KC,QS,KS,JD,win
9D,6H,JC,QS,9C,QD,7H,win
7S,8D,TD,7H,7C,QD,QC,win
9H,6S,QC,8D,KS,TC,6D,loss
7H,8C,7S,9S,QS,KH,QD,win
8S,8H,6D,9S,KC,TD,AS,win
JD,TH,QD,QH,KD,AH,7H,win
AS,TD,AD,7C,JC,TS,8S,loss
QH,TD,8C,TC,8H,6H,TH,win
8C,QD,QH,TC,QC,9D,KC,win
TS,KS,QD,7C,AS,TH,6C,win
QC,TD,KC,KS,JD,AC,JS,win
AC,AH,8D,JC,6C,KH,7D,loss
8S,6D,7C,JD,9S,TC,7D,win
7D,7C,AS,TD,KS,9D,8D,win
7H,QC,QD,JS,TH,QS,AD,win
KH,KC,9H,TD,AD,6H,TH,win
KS,8C,8S,TS,TD,AH,8H,win
QS,JD,8H,KC,JS,6C,AS,loss
7S,TS,KS,7H,QD,QS,6C,loss
TS,6H,QH,QS,JD,9C,8H,win
TH,9H,QH,JH,8D,8H,AD,win
TC,9C,9D,AD,TS,9H,JD,win
QS,KH,KC,8C,7S,AH,8H,win
KH,JS,JD,TD,6C,TS,8C,loss
TD,TC,JH,6C,8C,AD,QC,win
6C,KD,QS,QD,8S,8H,6H,loss
6S,9H,8C,7S,TH,AS,JC,loss
AC,7C,9H,TS,9S,QH,8S,loss
TH,AH,QS,9H,7S,6C,AS,win
9H,AC,6C,JS,KC,9D,AH,win
8C,9S,JH,KS,7D,TD,KH,loss
KD,6H,7H,9H,JS,9D,7C,loss
6D,KS,7S,QS,9H,TD,KD,win
QS,KS,JC,9S,8H,AH,7D,loss
AC,AD,8H,6H,9H,QD,7S,loss
TD,AC,KH,JH,QH,8H,6S,loss
8H,6D,QH,9S,AC,9C,KD,loss
TD,TS,6H,KD,TH,JC,7D,win
KC,6D,JD,KH,QH,8C,9C,win
8S,JD,AS,KD,6H,8H,9H,loss
8C,7H,JH,8S,KS,KD,KH,win
AC,TC,QS,8D,9D,9S,AD,win
6S,KD,JD,7H,TC,9D,9H,loss
9C,KC,TH,QD,QC,JD,JS,win
6C,QC,TH,KD,KS,TC,6S,loss
QS,7D,6H,8C,QC,9S,AH,win
9C,TH,QC,7C,9H,6S,8S,win
JC,KH,7S,QC,JS,6H,JH,win
KD,8H,8S,9S,JC,TD,9C,loss
7D,QS,8D,TS,QH,8C,6H,win
9H,JD,8D,AD,JH,JS,7C,win
QD,JC,6S,7H,KS,JH,QC,win
7C,6H,8D,JC,QD,7D,AC,loss
7S,JH,6H,8S,AH,AC,QC,loss
8H,TC,TS,KH,6D,6H,KC,loss
QS,AS,TC,9C,8H,QH,7H,loss
JS,QD,QH,TH,AD,KC,8D,win
QS,8C,TS,8H,TD,KH,JH,loss
QS,9H,TC,QC,QH,6C,KD,win
KD,AH,6H,JS,8H,TD,7C,loss
6S,8C,QS,9S,9D,KH,AC,loss
QD,9H,QS,7H,AS,JS,JD,win
KD,JD,KC,KH,QS,QH,TC,win
KD,8H,KC,AD,8D,6S,TS,win
QC,9D,6C,JC,QH,KS,9S,win
9D,QC,KD,TD,AS,7D,8H,loss
9C,7D,6C,JH,TD,9S,KS,loss
AC,KS,7D,8H,7C,KD,TC,win
KH,9C,8C,QH,TH,7H,KS,win
7C,QS,8S,JH,QH,8D,AC,win
6D,QC,6H,AD,AC,9S,6S,win
7S,6S,7D,8D,8S,JC,JH,loss
TS,QC,JH,6H,6S,8S,9C,win
7H,QC,JH,9H,JD,TS,KH,win
9C,KC,9D,JS,6D,JC,8D,win
9D,JH,8C,JS,7H,QD,9C,win
7D,QC,7C,8C,9D,8H,TS,loss
6D,JD,7C,QS,JS,QH,KC,loss
TH,9S,QH,JC,AD,6C,QS,loss
8H,8D,TC,KH,9H,JC,AC,win
8D,6S,6C,TC,KS,TD,8C,win
JC,QC,KD,9H,AS,9C,TC,win
9S,AS,7S,JC,9C,QH,8H,loss
AD,JS,QH,KS,9S,7H,6S,loss
TC,9C,9H,QC,QS,QD,9D,loss
TS,8H,QH,JS,TC,AD,AS,win
KH,AS,TH,KC,AD,7H,AH,win
7C,KC,9S,9D,8D,6D,AS,loss
6C,JD,6D,8C,QH,AS,JH,win
TC,QC,KS,7D,TH,7S,6S,win
JD,KD,KS,9H,TS,AD,TD,loss
TS,JD,AC,8S,TD,KH,JC,loss
8S,AD,TD,7D,7H,9C,6H,win
KS,9D,JS,9C,QH,8D,JC,win
6C,7H,9D,9C,6D,TS,JH,loss
KD,JH,JD,8D,8S,7C,7S,win
JD,6D,9C,KC,9H,QD,AD,loss
JS,9S,AC,8D,9D,AD,8S,loss
8D,9H,8H,7H,JC,6H,KS,loss
QH,JC,JS,JH,QS,QD,7D,win
6H,JD,8D,QD,JH,TC,8H,loss
JC,TH,TD,AH,9H,AD,9C,loss
QD,9H,9D,7H,JD,QS,KH,loss
KS,9D,KH,JS,TC,6S,AC,loss
9C,KD,JS,9H,7H,8H,QH,loss
9H,8D,6S,7H,8S,AS,8C,win
QC,QS,TD,9D,AS,8S,7H,loss
TH,JH,KS,6D,8H,QS,JC,loss
7S,TS,JS,AC,8S,6D,TC,win
JC,AD,JS,KS,KH,8S,QC,loss
AC,AS,KD,JH,QS,7H,8D,loss
7S,8H,AS,QC,TD,8D,TH,win
KC,KH,QH,QC,7D,QS,AH,win
9C,7S,AH,9D,6C,7D,6S,loss
7C,KC,AH,KS,KD,TH,8S,win
TD,6S,6C,JD,KS,7H,7C,win
7H,9D,9S,7S,QS,6H,KS,loss
8H,QS,9H,7D,7S,6D,KS,loss
KS,KD,7H,TD,KH,QC,9C,win
7C,KC,TC,AC,TH,9D,KD,win
KH,AC,QD,9H,7D,KD,6H,win
JD,6C,KH,JH,JS,TS,9D,win
9C,JD,8D,KS,KH,9H,TS,win
TC,TD,QD,6S,9H,KH,8H,win
AS,KC,7D,JC,TH,TS,7C,loss
8C,9H,TC,AC,AH,8D,JD,loss
KD,7S,AH,TH,JS,9C,AS,loss
6H,TH,AH,KD,7C,8H,QS,loss
AC,TH,6C,KD,JD,JH,6H,loss
JD,QD,JS,QH,6D,KC,TD,win
8C,JH,AS,QH,8H,7D,JS,win
KD,7C,AC,KC,7H,AS,8D,win
AH,6C,6D,6S,7S,QH,8C,win
7D,KD,TH,8H,6D,TS,7H,win
8H,7H,6S,QH,TD,TH,8S,win
JC,7C,7H,6C,KH,JH,KC,win
QH,JH,AC,QS,KH,QC,6H,win
QS,TH,8C,TD,9H,KH,AC,win
6C,QH,9D,AH,8D,TS,KC,loss
9H,KD,9D,TC,JD,QS,TS,loss
JD,8C,6H,QH,9H,KD,TS,win
9D,6D,QS,JD,7H,AD,TD,win
TD,7H,AC,QD,JD,AD,TC,win
7C,8S,6S,TC,QC,KH,6D,loss
6C,6S,8C,AD,7H,TC,AH,loss
8S,KD,KH,AD,7H,AH,6H,win
7S,QC,6D,9S,JH,KC,8S,loss
AH,JS,TS,9C,KD,JH,JC,win
6H,KS,8C,AC,8D,QS,7S,loss
9H,AH,TD,KD,7C,JH,7S,loss
AH,TH,AC,TC,TD,9S,JH,win
JC,QD,AH,6D,KC,QC,6C,loss
KH,9D,7D,7C,AC,JH,9C,win
6S,6C,JC,KC,KS,QS,AH,win
8H,6H,TD,7S,8D,8S,7D,win
8C,7S,KD,6H,TH,JC,6C,loss
TS,8S,KH,TD,AS,KC,6D,win
9H,8S,AC,QC,KH,7D,AS,loss
8S,TH,7C,8D,6D,KD,JC,loss
7C,6S,QD,AH,JS,8S,7D,loss
QD,JD,KC,TD,8D,8S,6D,win
KH,AC,7H,6H,8C,9C,JH,loss
KS,TS,7S,AS,9H,TC,QS,win
8C,KS,7C,KC,9S,8S,QH,loss
7D,9D,KS,6C,8S,JC,JH,loss
7S,6C,TH,QS,6S,8H,9D,win
JC,8C,QS,AS,AC,TH,8S,win
JC,9H,9C,AS,KS,8S,8D,loss
KD,KS,8C,8S,QC,QS,AD,win
7H,JS,9S,KC,7D,6H,9C,loss
9S,JD,7S,7H,AC,6C,9H,loss
KD,JH,JD,QH,9C,6C,AS,loss
7H,TD,8C,AS,TH,6D,QS,win
KS,6H,TH,8D,AC,KD,QH,win
9S,TC,7H,JC,9H,QS,AD,win
6S,6D,QH,KH,JH,AC,6H,loss
JD,QD,8C,9H,6D,6S,JH,win
6S,9D,AH,JD,AC,6D,8S,loss
JC,AS,7C,9S,TD,6D,AH,win
JD,JC,QS,8D,8H,6D,KH,loss
QD,7S,8H,9C,6H,TC,AH,win
QH,TH,6H,8H,6D,7H,AC,win
9D,QH,JD,7C,9S,AD,KH,loss
6C,9H,9D,TS,TH,9S,KC,win
TC,KH,KC,KD,6S,TD,8D,loss
KD,9S,6S,AH,9D,TH,AS,loss
QH,QC,9H,JS,6H,TS,9S,win
9H,9S,6C,8H,6D,8S,AC,win
KC,6D,6H,JS,7D,QC,JC,win
8S,7C,6S,8H,6D,QC,8D,win
6C,TS,8H,KH,AH,9S,7S,win
JD,QC,7D,QS,7S,9S,6H,win
TH,7S,6D,6S,AS,JH,6H,loss
6H,6S,TS,QH,JS,AD,7S,loss
TH,TD,AC,9C,7C,TC,QD,win
JD,KS,6D,8H,KH,7D,8S,loss
TH,7H,QD,8C,7S,KD,JS,loss
TC,8C,QC,7S,6H,KC,8S,win
6C,8C,6H,QS,JS,AH,AC,win
TD,8H,JH,QD,9C,7H,7D,win
7H,6H,KS,TC,9C,KD,TH,loss
JS,9C,TC,7D,6C,KH,7C,loss
QC,8C,8D,8S,JC,6C,8H,win
8D,QH,7H,6D,QD,9S,AC,win
TD,7C,8S,6H,9S,QH,6C,win
TD,QC,QD,KD,9D,AD,JS,win
JC,JH,KD,7C,AH,6S,7S,loss
9H,JH,7C,6C,TS,7D,JS,loss
AS,QC,TH,QD,7S,TD,AH,win
8C,QD,TS,7C,6D,9D,7S,win
QH,7C,KC,6H,JH,6C,JC,loss
7H,AS,9C,QS,JD,JC,6D,loss
8S,6C,AS,JC,JH,KC,7H,loss
9C,JS,QC,QH,JH,6C,7D,loss
AH,JH,QS,9C,AS,6S,6C,loss
TD,QC,TC,8S,TS,QH,JD,win
TS,QS,AS,JC,6C,JS,7S,win
9H,6S,7S,QC,KS,TS,JH,win
9D,AH,TD,JS,TH,9S,8S,loss
KC,KH,AS,AD,6H,AC,6D,loss
6D,9D,QD,6C,9C,KD,KS,loss
7H,8D,AH,9C,KH,7C,JD,loss
7D,9S,7H,8C,QD,KC,KD,win
6H,JH,TS,9C,9H,QD,KS,win
7D,KC,6D,9H,JH,6H,JS,loss
KC,6C,JC,AS,8S,7S,QS,loss
AC,KS,KH,JH,JS,TD,KC,win
TC,AS,8H,8D,9H,QC,TH,win
6C,9C,AC,8H,AD,9D,7S,loss
TC,KS,AD,KD,JD,9H,JC,win
7S,6S,8C,7C,9D,TS,JC,loss
TD,7S,8H,8S,6D,KS,6C,loss
JC,8C,QH,9H,6H,QC,KC,loss
AD,7S,8C,JS,TH,QH,TC,loss
7S,KS,QC,TC,QS,8S,6D,loss
KH,7C,7H,TS,KS,8H,AD,loss
9S,AC,QD,6D,TH,JD,QS,loss
6C,AS,QD,6H,JH,6S,8S,win
QH,9D,QD,6D,8S,9S,6C,win
9S,AC,AH,TS,KH,9C,8S,loss
AS,JD,TH,QH,8S,6D,AD,loss
AH,AC,TS,6D,9C,JC,7C,loss
TD,JC,9D,JD,KD,7H,9S,win
TD,9D,8S,6H,6D,TH,KD,loss
AD,JC,7C,KD,6H,QC,JS,win
TC,KD,TS,6C,6H,6S,QD,loss
KD,9D,6S,TD,7S,TS,KH,win
AC,8C,AH,QH,8D,TD,TH,loss
TS,KS,6D,7S,TC,7C,JH,loss
AC,6H,6S,AH,8S,TC,7C,win
AC,9H,7D,7S,JS,AD,JH,win
6C,QS,QC,TH,7C,9H,JD,loss
AH,TS,KD,8D,9C,TD,6D,loss
6S,8S,KH,7D,9S,KD,6C,loss
QC,7D,8D,KS,9H,KD,TH,loss
7C,QH,8S,AS,7D,9S,TD,loss
7C,8S,JC,AH,JS,TS,7D,win
QS,AH,TS,6S,8H,KD,TH,loss
QH,9H,6D,TC,9C,9S,QC,loss
QH,7S,9D,KS,AD,6S,QD,loss
9H,7S,QC,AS,TS,6D,8C,win
AH,TC,QD,8H,8D,6C,JC,loss
KH,JS,TS,TD,6C,9D,9C,loss
KH,JD,QD,7C,KC,9C,KS,win
TH,AD,TC,8D,7D,QH,7C,win
6H,7H,8H,6C,9S,8C,9H,loss
AS,QS,6H,QC,KD,QD,TH,win
7D,TC,AH,6S,JD,QH,7C,loss
7H,9H,JC,KC,KS,6H,AS,loss
QD,7S,7D,TS,KC,8H,AS,loss
QH,6C,6D,JH,JC,6S,9C,win
TC,6H,KD,QC,7C,JS,7S,loss
KC,8D,AH,AS,QS,7D,KS,win
QC,AH,7S,KS,TS,TH,8D,loss
AC,6C,9C,7D,8C,7H,8H,loss
KS,KH,JD,8D,QC,6S,9D,loss
9H,8D,JH,AD,8C,TH,TC,loss
QD,6S,KH,8H,7S,QS,AD,win
KD,6D,QS,AS,8H,6H,KC,win
8C,TH,9D,6D,AH,7C,TC,win
KH,6D,6C,QS,AS,9S,9C,win
TS,TD,KH,JS,9H,TH,6D,win
8C,TC,TD,KH,8D,6S,QS,loss
8D,KC,QC,KD,9C,TS,6H,loss
6C,QD,8C,6S,7C,8H,AH,win
7S,9S,KC,QS,6D,JC,6C,loss
6C,9S,JH,KC,6S,KH,7C,win
7S,TD,QC,6H,7C,JH,7H,win
JH,7H,8S,6D,KH,TH,QC,loss
7S,KS,8C,6D,KC,QD,9S,win
7H,AS,7S,6C,9C,AC,9H,win
7S,8D,JS,JC,7D,QD,8S,win
6S,6H,JD,JS,9D,7C,8S,loss
JC,7C,9C,6S,AC,KH,7H,loss
9S,KS,8S,8D,6D,AH,TD,loss
9H,6S,8D,JC,KC,AH,TS,loss
JD,AC,6S,9D,KC,9S,8H,loss
7C,QC,6C,TH,KD,9D,9H,loss
QC,QS,AS,9C,7H,KS,TH,loss
JD,AS,6D,8H,JS,TS,TC,win
KH,9S,TD,JH,9D,QH,6H,loss
KS,9S,KC,QH,AC,JC,6S,loss
9C,JC,8S,KC,8D,TC,QS,win
8D,JH,AD,8H,KS,9D,JS,win
AS,QC,9C,AH,8D,QH,TS,win
8C,KH,JC,TD,8D,9D,6H,loss
7C,JS,AS,QH,8S,TC,9S,loss
QS,9D,TC,QD,KD,9S,AC,win
AS,6H,QD,9C,KS,8H,QH,loss
7S,QS,KH,7H,JD,9H,8D,loss
7D,9D,AH,6D,TD,7S,AD,win
KC,8D,8S,TS,TC,7C,7H,loss
QS,9C,JH,8C,TD,7S,KD,win
8S,6H,7H,JC,KH,AH,AS,loss
QS,JS,JC,9S,7D,AH,6D,win
JS,KS,QS,8C,KD,QH,7D,win
KS,TC,AS,JD,JS,QH,9D,win
AD,KS,KH,9H,TD,6C,7C,loss
AH,AS,8H,JS,6D,JD,8S,loss
6C,JS,JD,QC,AS,AD,KD,loss
AS,JH,JC,QS,6D,TC,9S,win
8D,AC,TH,JS,KH,9D,QS,win
KD,QC,KH,JC,9S,JS,7D,win
6H,TS,8S,9C,AC,9D,KC,loss
TH,8S,TC,7C,QC,TD,9H,win
QC,JD,TC,8H,6D,KC,AH,win
8H,7C,6H,TC,QH,6D,8S,loss
JD,QS,JC,KD,KC,6H,AC,win
7S,7C,7D,JD,6H,6C,9S,win
AS,QH,6D,9C,KH,7S,JS,loss
9H,JS,7S,AC,TS,8C,KC,win
8S,9H,KS,AH,QC,7D,TS,loss
JH,8S,QH,AS,9C,6H,JC,loss
9S,AS,KC,TS,JS,AC,TH,loss
KD,JH,AC,8C,TD,JS,QC,win
TS,6C,KC,8H,AC,QH,9D,loss
7S,TD,6H,8H,QD,6S,QH,loss
7D,AH,8D,JS,AC,8C,KS,win
8C,KD,7S,AC,8H,7H,TD,loss
9S,AH,TD,AC,QD,AS,8H,win
KD,TH,QS,8D,7C,9D,KC,loss
JS,KC,9D,7H,KS,6H,JD,win
AD,6H,JH,TD,8D,7D,KD,loss
JD,AH,KC,8S,7H,TD,9H,win
JH,6C,8D,AH,7C,QD,9C,loss
QC,QS,9C,6H,AH,7S,7H,loss
7D,TD,9D,8C,6S,9H,JD,loss
6C,JC,QS,KC,8S,JD,8H,win
8C,9C,QC,9H,7D,JS,9S,win
TC,6D,QC,AC,TD,7C,QH,win
8C,9D,9H,6D,8H,KS,QC,win
8S,QC,QH,9C,6S,KS,7C,loss
AH,KC,KD,QH,AD,TC,7D,win
QD,TC,8S,AS,9C,9D,KS,loss
7S,KH,8H,6C,JS,AD,QS,loss
QC,QD,7H,9D,TD,9H,8H,loss
AH,7C,8S,JH,6C,AD,KC,win
9S,QC,7S,KH,JS,9H,7H,win
AD,TS,JS,KD,TH,6S,8S,win
AS,9C,9S,QS,8D,6C,9D,win
TC,9C,8H,QS,6C,7H,AD,win
9D,6S,AC,JS,9H,8C,7C,win
7H,8H,7D,6C,9C,9H,8D,loss
JD,8H,7S,9D,AS,TD,8D,win
8S,8C,6D,TS,JS,KD,QS,loss
6D,8S,6H,TH,8C,8H,6C,win
TD,TH,JD,7C,TC,KD,KH,win
AH,QS,KC,8C,9H,TH,QH,win
QC,JD,QD,AC,JC,7D,6D,win
8C,9C,JC,9H,7H,TC,9S,win
TS,6S,AS,8H,JS,7S,TH,win
AD,QC,KD,KS,KC,6D,AC,win
QH,6D,AH,7H,7S,8C,6H,loss
8C,7D,TC,TH,JD,7H,JS,loss
JS,JD,TD,AD,9C,KC,KS,win
9S,AH,9H,KC,8S,9C,QD,win
TH,KD,8C,JH,KS,TC,9H,loss
KS,AD,AH,KD,TH,JC,8H,loss
QD,8H,KS,7H,AC,9D,JC,loss
JS,TC,9H,TH,TD,6S,8H,win
TS,AH,7H,7D,KD,9S,AS,win
6S,9H,KH,AH,9S,7H,9C,win
AD,KS,8C,QD,QC,KD,7C,win
AS,7H,JS,TS,8C,TH,9S,loss
6S,8C,9D,6C,QS,AD,9H,loss
TH,QS,JH,TD,TS,9D,8S,win
AH,9S,6D,8D,TC,QH,JC,loss
7C,KS,JD,9D,6C,AH,TH,loss
AD,AS,AC,6C,9S,KC,AH,win
TH,9D,QH,6D,QD,JD,7S,loss
TS,QC,TH,KS,QH,KH,9C,win
TS,7H,TD,AC,9D,QC,KC,loss
8H,8S,TC,KS,KD,7H,6D,win
9S,TH,JD,6H,QS,KD,9D,loss
6D,TH,AS,7D,JH,9H,TS,win
JC,AH,9D,QS,7S,7C,JH,win
JC,TD,7H,7C,6S,6D,TC,win
QD,JH,AC,AH,KD,8S,TS,win
QH,JH,KH,6S,TS,TH,9S,loss
JH,8D,AS,8C,9C,AC,KD,loss
JD,TD,TC,8C,KD,8S,JS,loss
AC,9S,9H,AD,QD,KC,JC,win
8D,QD,7H,AD,AC,6H,7C,loss
9H,TS,TH,7C,6H,AS,8C,win
9D,QH,8S,JH,8C,QS,KS,win
KD,AC,QS,KH,JH,AD,6H,win
KD,QS,QD,6S,6C,8H,KH,win
6D,8S,TC,QS,9D,KH,JH,loss
7S,TC,TH,9H,AH,9C,9D,win
9D,9S,7S,KS,QC,8C,7C,loss
7H,9H,8H,8C,7C,8S,JH,win
QC,8D,6D,7S,TH,JC,QH,loss
QH,JS,QC,TS,7H,QS,TH,win
AD,9D,KH,6D,JH,7H,AC,win
9C,TC,AD,6H,AH,7C,JH,loss
9S,7S,7H,KS,8S,QD,AS,win
JC,7C,KS,AD,KH,6D,8H,loss
8H,KS,9C,6C,7S,8D,AC,loss
AC,KS,QD,7D,7H,AH,8C,win
JH,7H,KH,8S,8C,6H,AH,win
9S,8D,TD,QC,KH,9C,TS,win
KC,9C,JD,TD,KH,AD,TC,loss
KS,KD,JS,QH,9H,AS,JD,loss
TS,6H,8D,QS,KC,JC,QH,loss
6C,8C,TH,JH,QD,7S,QS,loss
AS,8D,8S,7D,KS,6S,6D,loss
6D,JC,TS,TH,QH,JH,8H,loss
9S,7H,QH,TC,AD,QS,7C,loss
7H,6D,7S,JD,KD,9D,9H,loss
7H,8H,QC,QH,6C,6H,KD,loss
QC,JS,TD,8D,7H,TS,AC,loss
QD,7C,8D,QH,6C,AD,7H,win
QH,8S,7H,TH,AS,QD,KS,win
JC,TH,AD,8D,KD,QC,9S,win
TD,9S,7C,QC,6H,AD,QD,loss
8D,TD,KC,TS,8H,QC,JC,loss
6D,TS,6H,TD,TH,AS,AH,win
8H,6H,JS,7H,6S,QC,JH,loss
JS,TH,6H,QS,KS,7S,9D,win
JD,8H,8D,6H,QD,KC,9S,win
8H,JS,6H,8S,KS,7C,8C,win
KS,JC,QC,JD,9C,9H,AS,win
7C,8H,8C,KC,QD,QC,9D,loss
QC,JD,QD,6C,9S,7C,TH,win
AD,KC,AS,8C,JD,9S,KH,win
6D,QH,8C,6S,KC,9C,TD,loss
9H,KS,JS,AH,KC,QS,9S,loss
JS,7C,8D,6H,8H,9H,TC,loss
AD,TD,AH,AC,QS,KD,7C,win
9H,7S,AS,AH,7D,TC,JD,win
QS,9S,AD,JD,6S,9D,7H,win
6C,KS,9H,7H,AS,QS,JS,loss
AD,8S,JH,KD,7C,9D,AS,loss
